Subject,Catalog Number,Title,Topic,Campus
PACS,391,Conflict Resolution Skills,Workshop 2,CGC
PACS,398,Directed Readings,,CGC
PACS,402,Senior Research Seminar,,CGC
PD,1,Career Fundamentals,,ONLN
PD,3,Communication,,ONLN
PD,4,Teamwork,,ONLN
PD,5,Project Management,,ONLN
PD,6,Problem Solving,,ONLN
PD,8,Intercultural Skills,,ONLN
PD,10,Professional Resp in Computing,,ONLN
PD,11,Technical Report Writing,,ONLN
PD,12,Critical Reflection,,ONLN
PD,19,Tactics for Workplace Success,,ONLN
PD,20,Strategies for Career Success,,ONLN
PD,22,Eng Professionalism & Ethics,,ONLN
PHARM,353,Entrepreneurship in Pharmacy,,UW
PHARM,362,Advanced Patient Self Care,,UW
PHARM,367,Pediatric Pharmacy,,UW
PHARM,374,Complementary& Alternative Med,,UW
PHARM,376,Diverse Popl'n Pharmacy,,UW
PHARM,378,Pharmacotherapy: Women's Hlth,,UW
PHARM,467,Oral Anticoag Therapy Mgmt,,ONLN
PHIL,100J,Intro Philosophy,,BLNDJ
PHIL,101,Challenging Ideas: Intro Phil,,UW
PHIL,110A,Intro Phil: Knowledge/Reality,,ONLN
PHIL,121,Moral Issues,,UW
PHIL,125,Happiness,,UW
PHIL,145,Critical Thinking,,UW
PHIL,145,Critical Thinking,,STJ
PHIL,145,Critical Thinking,,ONLN
PHIL,201,Philosophy of Sex & Love,,ONLN
PHIL,202,Gender Issues,,UW
PHIL,205,Philosophy of Economics,,UW
PHIL,208,Phil Through Science Fiction,,UW
PHIL,215,Professional & Business Ethics,,UW
PHIL,215,Professional & Business Ethics,,STJ
PHIL,218J,Foundations of Ethics,,BLNDJ
PHIL,219J,Practical Ethics,,STJ
PHIL,221,Ethics,,ONLN
PHIL,226,Biomedical Ethics,,UW
PHIL,240,Intro Formal Logic,,ONLN
PHIL,251,Metaphysics & Epistemology,,UW
PHIL,256,Intro Cognitive Science,,UW
PHIL,258,Intro Philosophy of Science,,UW
PHIL,260,Ancient Science,,UW
PHIL,271,Special Topics,"Science, Ethics, Dogs",UW
PHIL,283,Great Works: Ancient & Medvl,,STJ
PHIL,319J,Ethics of End-of-Life Care,,STJ
PHIL,320,Topics: Value Theory,Quantifying the Good,UW
PHIL,324,Social & Political Philosophy,,ONLN
PHIL,327,Philosophy of Law,,BLNDJ
PHIL,350,Topics: Epistemology,,UW
PHIL,405,Studies in Modern Philosophy,Kant's Critique of Pure Reason,STJ
PHIL,422,Studies: Political Philosophy,Racial Justice Movements,UW
PHIL,463,Philosophy of Language,Fem persepctive on Language,UW
PHIL,471,Special Topics,Cosmology,UW
PHYS,10,Sem: Physics,,UW
PHYS,111,Physics 1,,UW
PHYS,111,Physics 1,,ONLN
PHYS,112,Physics 2,,UW
PHYS,112L,Physics 2 Lab,,UW
PHYS,115,Mechanics,,UW
PHYS,121,Mechanics,,ONLN
PHYS,122,"Waves, Electricity & Magnetism",,UW
PHYS,122L,"Waves, Electric, Magnetic Lab",,UW
PHYS,124,Modern Physics,,UW
PHYS,160L,Intro Measurement Lab,,UW
PHYS,175,Intro to the Universe,,UW
PHYS,175L,Intro to the Universe Lab,,UW
PHYS,233,Intro Quantum Mechanics,,UW
PHYS,234,Quantum Physics 1,,UW
PHYS,242,Electricity & Magnetism 1,,UW
PHYS,242L,Electricity & Magnetism Lab,,UW
PHYS,260L,Intermediate Physics Lab,,UW
PHYS,263,Class Mech & Spec Rel,,UW
PHYS,267,"Prob, Stats & Data Analysis",,UW
PHYS,270L,Astronomical Observations Lab,,UW
PHYS,280,Intro Biophysics,,UW
PHYS,334,Quantum Physics 2,,UW
PHYS,335,Condensed Matter Physics,,UW
PHYS,349,Advanced Computational Physics,,UW
PHYS,359,Statistical Mechanics,,UW
PHYS,360A,Modern Physics Lab 1,,UW
PHYS,360B,Modern Physics Lab 2,,UW
PHYS,365,Mathematical Physics 2,,UW
PHYS,370L,Astronomy Lab 1,,UW
PHYS,375,Stars,,UW
PHYS,383,Medical Physics,,UW
PHYS,391,Electronics,,UW
PHYS,391L,Electronics Lab,,UW
PHYS,394,Light-Matter Interactions,,UW
PHYS,396,Biophysics of Imaging,,UW
PHYS,435,Topics: Condensed Matter,,UW
PHYS,437A,Research Project,,UW
PHYS,437B,Research Project (Continued),,UW
PHYS,444,Intro Particle Physics,,UW
PHYS,460A,Advanced Laboratory 1,,UW
PHYS,460B,Advanced Lab 2,,UW
PHYS,467,Intro Quantum Info Processing,,UW
PHYS,476,Intro General Relativity,,UW
PHYS,483,Adv Therap Oncol & Med Phys,,UW
PHYS,484,Quantum Theory 3,,UW
PLAN,103,Plan Governance & Admin,,UW
PLAN,110,Visual Comm & Design,,UW
PLAN,133,Equity-Justice-Public Interest,,UW
PLAN,203,Transportation Plan & Mobility,,UW
PLAN,211,Design Studio Foundations,,UW
PLAN,233,Social Plan & Community Dev,,UW
PLAN,261,Urban & Metro Plan & Dev,,UW
PLAN,281,Intro GIS,,UW
PLAN,341,Ecology & Conservation,,UW
PLAN,353,Spatial Analysis,,UW
PLAN,381,Advanced GIS,,UW
PLAN,401,"Confl, Negotiation & Tribunals",,UW
PLAN,403,"Prof Pract, Pub & Priv Admin",,UW
PLAN,405,Integrated Planning Project,,UW
PLAN,409,Community Design Studio,,UW
PLAN,419,Climate Change & Community,,ONLN
PLAN,431,Issues in Housing,,UW
PLAN,432,Health & the Built Environment,,UW
PLAN,442,Indigenous Peoples & Planning,,UW
PLAN,471,Planning & Municipal Law,,UW
PLAN,474,Special Topics: Planning,Metro CND:CHG&Str - PLAN450,UW
PLAN,477,Freight Planning & Policy,,UW
PLAN,478,Transit Planning & Operations,,UW
PLAN,481,GIS Project,,UW
PLAN,483,Land Development Planning,,UW
PLAN,485,"Projects, Problems & Readings",Biodiversity and Conservation,UW
PLAN,487,Management Issues in GIS,,UW
PLAN,490,Senior Honours Essay,,UW
PMATH,330,Intro Mathematical Logic,,UW
PMATH,331,Applied Real Analysis,,UW
PMATH,332,Applied Complex Analysis,,UW
PMATH,333,Intro Real Analysis,,UW
PMATH,334,Intro Rings & Fields w/ Applic,,UW
PMATH,340,Elementary Number Theory,,UW
PMATH,343,Intro Math of Quantum Info,,UW
PMATH,348,Fields & Galois Theory,,UW
PMATH,351,Real Analysis,,UW
PMATH,352,Complex Analysis,,UW
PMATH,365,Differential Geometry,,UW
PMATH,433,Model Theory,,UW
PMATH,441,Algebraic Number Theory,,UW
PMATH,445,Rep of Finite Groups,,UW
PMATH,451,Measure & Integration,,UW
PMATH,467,Algebraic Topology,,UW
PSCI,150,Intro Global Politics,,UW
PSCI,226,Modern Political Thought,,ONLN
PSCI,253,Religion & Politics,,UW
PSCI,255,Pol Econ of Rich Countries,,UW
PSCI,260,Canadian Government & Politics,,UW
PSCI,282,Foreign Policy,,UW
PSCI,284,Intro Security Studies,,UW
PSCI,301,Canadian Political Economy,,UW
PSCI,326,Multiculturalism & Democracy,,UW
PSCI,334,Public Policy,,UW
PSCI,358,Political Change in China,,UW
PSCI,373,"Elections, Pol Parties & Mktg",,UW
PSCI,380,Pol Econ: International Trade,,UW
PSCI,385,China: Foreign Plcy Since 1949,,REN
PSCI,389,Global Governance,,UW
PSCI,390,Special Studies,Future of War and Peace,CGC
PSCI,391,Special Studies,,UW
PSCI,400,Special Honours Essay,,ONLN
PSCI,432,Global Environmentl Governance,,UW
PSCI,457,Narratives of Exile,,UW
PSCI,462,Indigenous Political Theory,,UW
PSCI,470,The Body Politic,,UW
PSCI,485,Topics: Intl Pol Economy,,UW
PSCI,494,Current Issues,,ONLN
PSCI,495,Research Apprenticeship,,ONLN
PSCI,496,Civic Engagement,,ONLN
PSCI,499B,Special Honours Essay,,ONLN
PSYCH,101,Intro Psychology,,UW
PSYCH,101,Intro Psychology,,STJ
PSYCH,101,Intro Psychology,,ONLN
PSYCH,207,Cognitive Processes,,UW
PSYCH,207,Cognitive Processes,,ONLN
PSYCH,211,Developmental Psychology,,ONLN
PSYCH,218,Psychology of Death & Dying,,STJ
PSYCH,232,Psychology of Evil,,STJ
PSYCH,236,Psych Analysis Human Sexuality,,STJ
PSYCH,238,Organizational Psychology,,UW
PSYCH,238,Organizational Psychology,,ONLN
PSYCH,253,Social Psychology,,UW
PSYCH,253,Social Psychology,,ONLN
PSYCH,253R,Social Psychology,,REN
PSYCH,256,Intro Cognitive Science,,UW
PSYCH,257,Psychopathology,,STJ
PSYCH,261,Physiological Psychology,,UW
PSYCH,264,Research Apprenticeship,,UW
PSYCH,291,Basic Research Methods,,ONLN
PSYCH,292,Basic Data Analysis,,UW
PSYCH,312R,Learning Disabilities,,REN
PSYCH,314,Cognitive Development,,UW
PSYCH,315,Adolesc & Emerging Adulthood,,STJ
PSYCH,336,Intro Clinical Psychology,,UW
PSYCH,337,Families: Trauma & Resilience,,UW
PSYCH,339,Personnel Psychology,,UW
PSYCH,340,Training & Development,,UW
PSYCH,354,Interpersonal Relations,,STJ
PSYCH,356R,Personality,,ONLNR
PSYCH,357,Psychology of Good,,STJ
PSYCH,361,Evolutionary Psychology,,UW
PSYCH,363,Special Subjects,"Attchmnt, Emtns, Intprsl Ptrns",UW
PSYCH,363,Special Subjects,The Psychology of Thinking,UW
PSYCH,390,Topics: Nat Sci Adv Res Meth,Replication in psych research,UW
PSYCH,390,Topics: Nat Sci Adv Res Meth,Comp Methods & Tools for Rsrch,UW
PSYCH,390,Topics: Nat Sci Adv Res Meth,Language Processing,UW
PSYCH,390,Topics: Nat Sci Adv Res Meth,Brain Research using EEG/ERP,UW
PSYCH,391,Advanced Data Analysis,,UW
PSYCH,417,MBSR: Topics in Mental Health,,UW
PSYCH,420,Intro Comp Neurosci Methods,,UW
PSYCH,439,Negotiation in the Workplace,,UW
PSYCH,444R,Psychological Interventions,,ONLNR
PSYCH,458,Hons Sem: Cognition,Social Perception,UW
PSYCH,464,Adv Research Apprenticeship,,UW
PSYCH,470,Topics: Applied Psychology,Psych of Economic Decisions,UW
PSYCH,470,Topics: Applied Psychology,Workplace Negotiation,UW
PSYCH,470,Topics: Applied Psychology,Social Networks and Workplace,UW
PSYCH,470,Topics: Applied Psychology,Psych of Intrprsnl Rltnshps,UW
PSYCH,480,Directed Studies,,UW
PSYCH,481,Directed Stud: Nat Sci,,UW
PSYCH,482,Directed Stud: Soc Sci,,UW
PSYCH,483,Directed Stud: Nat Sci Res,,UW
PSYCH,484,Directed Stud: Soc Sci Res,,UW
PSYCH,485,Directed Studies: Seminar,,UW
PSYCH,486,Directed Studies: Adv Stats,,UW
PSYCH,492,Psychological Measurement,,UW
PSYCH,493,Data Analysis & Graphing in R,,UW
PSYCH,499A,Honours Thesis - Part 1,,UW
PSYCH,499B,Honours Thesis - Part 2,,UW
PSYCH,499C,Honours Thesis - Part 3,,UW
REC,100,Intro Rec & Leisure Studies,,ONLN
REC,151,Found of Therapeutic Rec Pract,,UW
REC,203,Sociology of Sport,,UW
REC,215,"Marketing Rec, Sport & Events",,UW
REC,251,Dev & Emotional Disabilities,,ONLN
REC,253,Therapeutic Rec Practicum,,UW
REC,280,Intro Tourism,,UW
REC,312,Practicum: Rec/Sport/Tourism,,UW
REC,319,Event Planning & Design,,UW
REC,351,Facilitation Techniques,,UW
REC,362,Sociology of Aging,,UW
REC,372,Leisure Special Topics 3,Leadership Theory & Practice,UW
REC,373,Qual Approaches to Leisure Res,,UW
REC,383,Tourism: Intl Perspectives,,UW
REC,413,Innov Solut in Rec & Sport Bus,,UW
REC,419,Event Implement & Eval,,UW
REC,420,Adv Prog Eval in Leisure Svc,,BLND
REC,450,Therapeutic Rec Internship,,UW
REC,455,Adv Sem: Therapeutic Rec,,UW
REC,471A,Honours Thesis Proposal,,UW
REC,471B,Honours Thesis,,UW
REC,475,Ind Study: Tr Res for Pract,Business Management,UW
REC,475,Ind Study: Tr Res for Pract,Event Management,UW
REC,475,Ind Study: Tr Res for Pract,Sport Management,UW
REC,475,Ind Study: Tr Res for Pract,Leisure & Well-Being,UW
REC,475,Ind Study: Tr Res for Pract,Urban & Municipal Recreation,UW
REC,475,Ind Study: Tr Res for Pract,Tourism/Commercial Recreation,UW
REC,475,Ind Study: Tr Res for Pract,Parks & Outdoor Recreation,UW
REC,475,Ind Study: Tr Res for Pract,Human Development & TR,UW
REC,475,Ind Study: Tr Res for Pract,Cultural Policy/Leis Behaviour,UW
REES,120,Fairy Tales: Then & Now,,ONLN
REES,230,The Devil,,ONLN
REES,240,Med Cultures in Euro Context,,ONLN
RS,100,Religions of Asia,,ONLNR
RS,102,Intro Ancient Greek 2,,UW
RS,110,Religions of the West,,ONLNT
RS,121,Evil,,ONLNJ
RS,208,Religions of India,,UW
RS,209,Jews & Jewishness,,ONLN
RS,220,Religion & Politics,,UW
RS,224,Selections from Greek Authors,,ONLN
RS,236,Paul: Life & Letters,,ONLNG
RS,240,History of Christianity,,CGC
RS,275,Religion & Japanese Film,,REN
RS,288,"Health, Medicine, Spirituality",,STJ
RS,312,Muslim Lives & Practices,,UW
RS,350,Dying for God,,CGC
RS,358,Worship & its Music,,CGC
RS,380,Religion & Peacebuilding,,CGC
RS,383,"Justice, Peace & Development",,STJ
RS,398,Directed Readings,,CGC
RS,420R,Encounter with Human Nature,,REN
RSCH,100,Research,,UW
SCBUS,122,Mgmt of Business Organizations,,UW
SCBUS,225,Org Beh in Sci Workplaces,,UW
SCBUS,424,Special Topics,,UW
SCBUS,425,Challenges: Global Sci & Tech,,UW
SCI,201,Global Warm & Climate Change,,UW
SCI,207,"Physics, Universe & Everything",,UW
SCI,238,Intro Astronomy,,UW
SCI,250,Environmental Geology,,UW
SCI,266,Ancient Science,,UW
SCI,267,Intro Philosophy of Science,,UW
SCI,300,Special Topics in Science,Science Community Engagement,BLND
SCI,300,Special Topics in Science,Capstone Special Topics,BLND
SCI,396,Science Study Abroad Program,,OFF
SDS,131R,Political Ideologies & Soc Dev,,REN
SDS,131R,Political Ideologies & Soc Dev,,ONLNR
SDS,150R,Lifespan Processes,,REN
SDS,150R,Lifespan Processes,,BLNDR
SDS,150R,Lifespan Processes,,ONLNR
SDS,210R,Children's Rights in Canada,,ONLNR
SDS,240R,Art & Society,,OFF
SDS,250R,Social Statistics,,REN
SDS,250R,Social Statistics,,ONLNR
SDS,251R,Social Research,,ONLNR
SDS,311R,Indigenous & CND Public Policy,,REN
SDS,312R,Homelessness & Public Policy,,REN
SDS,322R,Community Engage & Soc Dev,,REN
SDS,331R,Social Inequal/Justice/Action,,ONLNR
SDS,350R,Adult Life Crises & Events,,ONLNR
SDS,357R,Family Violence,,ONLNR
SDS,400R,Comparative Social Policy,,ONLNR
SDS,420R,Encounter with Human Nature,,REN
SDS,440R,Approaches to Well-Being,,REN
SDS,449R,Prejudice & Discrimination,,REN
SDS,496R,Applied Apprenticeship,,REN
SE,102,Seminar,,UW
SE,301,Seminar,,UW
SE,350,Operating Systems,,UW
SE,402,Seminar,,UW
SE,465,Software Test & QA,,UW
SE,491,Design Project 2,,UW
SFM,102,Sustainability Economics,,UW
SFM,310,Sustainability Capital Markets,,UW
SI,131R,Arab Culture,,ONLNR
SI,231R,Calligraphy to Conceptual Art,,REN
SI,312,Muslim Lives & Practices,,UW
SMF,101,Relationships & Families,,ONLNJ
SMF,111,"Sex, Marriage, Family in Italy",,ONLNJ
SMF,200,Special Topics,Sexual Violence & Citizenship,UW
SMF,204,Intro Human Sexuality,,STJ
SMF,207,"Parents, Kids & Fam Relations",,STJ
SMF,211,Dynamics of Dating,,STJ
SMF,216,Sexual Pleasure,,STJ
SMF,230,Intro Statistics,,STJ
SMF,250,Family Policy and the Law,,STJ
SMF,307,Close Relationships: Conflict,,STJ
SMF,308,Relational Therapy,,STJ
SMF,310,Sexual & Relational Ethics,,STJ
SMF,400,Capstone Seminar,,STJ
SMF,491,Practicum & Applied Theory,,STJ
SMF,496,Seminar: Family Studies,Decolonizing Family,STJ
SOC,101,Intro Sociology,,ONLN
SOC,101,Intro Sociology,,CGC
SOC,200,Sociology of Marriage & Family,,STJ
SOC,202,Classical Sociological Theory,,UW
SOC,204R,Sociology of Adolescence,,ONLNR
SOC,210,Sociology of Sport,,UW
SOC,213,Surveillance Studies,,UW
SOC,221,Research Methods,,UW
SOC,223R,Deviance: Perspect & Processes,,REN
SOC,227,Criminology,,ONLN
SOC,248,"Health, Illness & Society",,UW
SOC,302,Contemporary Sociol Theory,,UW
SOC,322,Field Research Methods,,BLND
SOC,325,Sexuality & Law,,UW
SOC,326,Punishment & Society,,UW
SOC,327,Policing in a Democratic Soc,,ONLNJ
SOC,328,Trafficking & Financial Crime,,ONLN
SOC,334,Public Policy,,UW
SOC,352,Sociology of Aging,,UW
SOC,370,Sociology of Law,,UW
SOC,370,Sociology of Law,,STJ
SOC,385,The Sociology of Street Gangs,,UW
SOC,387,Criminal Justice Institutions,,UW
SOC,409,"Health, Surveillance, and Law",,UW
SOC,417,Sociology of Higher Education,,STJ
SOC,418,Social Theory & Pop Culture,,UW
SOC,426,Criminology of Mobility,,UW
SOC,433,"Crime, Law & Technoscience",,UW
SOC,465,Research Through Urban Arts,,UW
SOC,497,Honours Research Practicum,"Religion,Cltr, & Sctl Ftrs Prj",UW
SOC,498,Directed Studies,,UW
SOC,499A,Senior Honours Essay,,UW
SOC,499B,Senior Honours Essay,,UW
SOCWK,120R,Intro Social Work,,REN
SOCWK,120R,Intro Social Work,,ONLNR
SOCWK,220R,Individuals: Theory & Pract 1,,ONLNR
SOCWK,221R,Social Work with Groups,,ONLNR
SOCWK,300R,Canadian Social Welfare Policy,,ONLNR
SOCWK,301R,Understand Diversity in Canada,,ONLNR
SOCWK,321R,Social Work with Families,,BLNDR
SPAN,101,Intro Spanish 1,,BLND
SPAN,102,Intro Spanish 2,,BLND
SPAN,102,Intro Spanish 2,,ONLN
SPAN,201B,Intermediate Spanish 2,,BLND
SPAN,210,Spanish Conversation,,BLND
SPAN,301B,Spanish in Context 2,,BLND
STAT,202,Intro Stats (Sci),,UW
STAT,220,Probability (Non-Spec),,UW
STAT,221,Statistics (Non-Spec),,UW
STAT,230,Probability,,UW
STAT,230,Probability,,ONLN
STAT,231,Statistics,,UW
STAT,231,Statistics,,ONLN
STAT,241,Statistics (Adv),,UW
STAT,316,Intro Stat Problem Solving,,UW
STAT,321,Regress & Forecast (Non-Spec),,UW
STAT,330,Mathematical Statistics,,UW
STAT,331,Applied Linear Models,,UW
STAT,332,Sampling & Experimental Design,,UW
STAT,333,Stochastic Processes 1,,UW
STAT,340,Stochastic Simulation Methods,,UW
STAT,341,Computational Stats & Analysis,,UW
STAT,371,Lin Models & Process Improve,,UW
STAT,372,Sample & Exp Dsgn (Bus),,UW
STAT,431,Gen Linear Models & Applic,,UW
STAT,435,Stat Meth: Process Improve,,UW
STAT,436,Intro Analysis Spatial Data,,UW
STAT,437,Stat Meth: Life Hist Analysis,,UW
STAT,438,Adv Methods in Biostatistics,,UW
STAT,440,Computational Inference,,UW
STAT,441,Stat Learning: Classification,,UW
STAT,442,Data Visualization,,UW
STAT,443,Forecasting,,UW
STAT,444,Stat Learning: Adv Regression,,UW
STAT,450,Estimation & Hypothesis Test,,UW
STAT,454,Sampling Theory & Practice,,UW
STV,100,"Intro Society, Tech & Values",,UW
STV,201,Special Topics,,UW
STV,202,Design & Society,,UW
STV,208,AI & Society,,UW
STV,304,Technology in Canadian Society,,UW
SYDE,112,Calculus 2,,UW
SYDE,114,Matrices & Linear Systems,,UW
SYDE,182,Physics 2: Dynamics,,UW
SYDE,201,Seminar,,UW
SYDE,211,Calculus 3,,UW
SYDE,261,"Design, Systems & Society",,UW
SYDE,263,Engineering Prototyping,,UW
SYDE,283,"Physics 3: Electr, Magn & Opt",,UW
SYDE,285,Materials Chemistry,,UW
SYDE,302,Seminar,,UW
SYDE,312,Applied Linear Algebra,,UW
SYDE,334,Applied Statistics,,UW
SYDE,352,Intro Control Systems,,UW
SYDE,352L,Control Systems Lab,,UW
SYDE,362,"Meth 2: Test, Verif & Validate",,UW
SYDE,402,Seminar,,UW
SYDE,462,Capstone Project 2,,UW
SYDE,532,Intro Complex Systems,,UW
SYDE,535,Soc & Env Systems Comp Sim,,UW
SYDE,542,Interface Design,,UW
SYDE,543,Cognitive Ergonomics,,UW
SYDE,548,User Centred Design Methods,,UW
SYDE,552,Computational Neuroscience,,UW
SYDE,584,Physiol Sys & Biomed Dsgn,,UW
SYDE,599,Special Topics,Hlth Care Operation & Practice,UW
SYDE,599,Special Topics,Apps Drvng Sims to Driver Sfty,UW
THPERF,100,Intro Theatre,,UW
THPERF,102,Intro Performance,,UW
THPERF,112,Intro Black Arts/Culture/Lit,,UW
THPERF,149,Intro Critical Design Practice,,BLND
THPERF,149,Intro Critical Design Practice,,BLND
THPERF,244,Technical Production 2,,UW
THPERF,246,Design for Performance Media,,UW
THPERF,307,Production Participation 4,Dramaturgy,UW
THPERF,321,Approaches to Acting: Text,,UW
THPERF,378,Race & Performance,,UW
THPERF,379,Mixed Reality Design,,UW
THPERF,400,Collaborative Performance Prj,Technical,UW
THPERF,407,Production Participation 8,Dramaturgy,UW
UCR,192E,Eng Comm (COMPE/ELE/MGTE),,REN
UNDC,100W,Introduction to the UNODC(WLU),,ONLNL
VCULT,101,Art History & Visual Culture,,UW
VCULT,112,Intro Black Arts/Culture/Lit,,UW
VCULT,400,Visual Culture Seminar,,UW
VCULT,401,Adv Sem Visual Culture,,UW
WKRPT,100,Work-term Report,,UW
WKRPT,200,Work-term Report,,UW
WKRPT,300,Work-term Report,,UW
WKRPT,400,Work-term Report,,UW
